id,treatment,attention,age,gender,chatgpt_familiarity,chatgpt_used,chatgpt_frequency,chatgpt_trust,order,task,competent,warm,moral,lazy,trustworthy
197,AI_Full_Deception,TikTok,54,Male,5,Yes,3,5,6,Writing a dinner recipe,4,4,4,4,4
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,1,Writing wedding vows,6,5,5,5,5
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,2,Writing a bereavement card to a family member,6,5,5,5,5
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,3,Writing a poem,6,5,5,5,5
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,4,Solving a mathematical equation,6,5,5,5,5
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,5,Generating a shopping list,6,5,5,4,5
198,AI_Tool_Deception,TikTok,47,Male,6,Yes,2,6,6,Writing a marriage proposal,6,5,5,5,5
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,1,Writing a love letter,1,2,5,7,2
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,2,Writing computer code,5,4,4,5,6
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,3,Planning a syllabus,6,4,4,3,6
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,4,Writing a bereavement card to a family member,4,2,3,2,4
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,5,Writing a poem,1,4,4,4,6
199,AI_Full_Honest,TikTok,49,Female,6,Yes,3,5,6,Writing wedding vows,1,2,4,1,4
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,1,Planning a syllabus,5,5,6,3,6
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,2,Writing a marriage proposal,3,3,3,5,3
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,3,Writing a poem,3,2,2,6,2
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,4,Writing an apology letter to a friend,2,2,2,6,2
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,5,Creating a daily schedule,5,4,5,2,4
200,AI_Tool_Honest,TikTok,57,Male,5,Yes,3,2,6,Planning a city tour for a friend,6,5,5,2,5
201,Control,TikTok,30,Female,5,Yes,3,5,1,Writing wedding vows,7,7,7,1,7
201,Control,TikTok,30,Female,5,Yes,3,5,2,Solving a mathematical equation,7,4,4,1,4
201,Control,TikTok,30,Female,5,Yes,3,5,3,Planning a syllabus,7,4,4,1,4
201,Control,TikTok,30,Female,5,Yes,3,5,4,Writing an apology letter to a friend,7,7,7,1,5
201,Control,TikTok,30,Female,5,Yes,3,5,5,Writing a poem,7,4,4,1,4
201,Control,TikTok,30,Female,5,Yes,3,5,6,Writing a love letter,7,7,4,1,6
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,1,Writing wedding vows,2,2,1,1,2
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,2,Writing an apology letter to a friend,2,1,1,1,2
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,3,Planning a syllabus,4,5,5,3,4
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,4,Writing a cover letter for a job application,7,7,7,3,6
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,5,Solving a mathematical equation,5,6,6,5,6
202,AI_Full_Deception,TikTok,37,Male,7,Yes,4,5,6,Writing a love letter,1,1,1,6,2
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,1,Writing an apology letter to a friend,2,2,3,7,3
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,2,Writing a love letter,2,3,4,3,4
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,3,Generating a shopping list,5,4,4,3,4
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,4,Writing a marriage proposal,4,4,4,5,4
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,5,Writing a poem,4,4,4,6,4
203,AI_Full_Honest,TikTok,28,Female,6,Yes,4,3,6,Writing computer code,5,4,4,5,5
204,Control,TikTok,38,Male,6,Yes,4,4,1,Generating a shopping list,6,6,6,1,6
204,Control,TikTok,38,Male,6,Yes,4,4,2,Writing an apology letter to a friend,6,6,6,1,6
204,Control,TikTok,38,Male,6,Yes,4,4,3,Writing a short story,6,6,6,1,6
204,Control,TikTok,38,Male,6,Yes,4,4,4,Writing a love letter,6,6,6,1,6
204,Control,TikTok,38,Male,6,Yes,4,4,5,Writing a dinner recipe,6,6,6,1,6
204,Control,TikTok,38,Male,6,Yes,4,4,6,Writing wedding vows,6,6,6,1,6
205,Control,TikTok,25,Female,3,No,1,2,1,Writing a marriage proposal,5,4,5,3,4
205,Control,TikTok,25,Female,3,No,1,2,2,Writing a poem,5,4,4,3,4
205,Control,TikTok,25,Female,3,No,1,2,3,Planning a syllabus,5,4,4,3,4
205,Control,TikTok,25,Female,3,No,1,2,4,Writing a short story,5,4,4,3,4
205,Control,TikTok,25,Female,3,No,1,2,5,Planning a city tour for a friend,5,5,4,3,4
205,Control,TikTok,25,Female,3,No,1,2,6,Writing an apology letter to a friend,5,5,5,3,4
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,1,Planning a surprise birthday party for a friend,1,1,4,7,4
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,2,Writing a short story,1,1,1,7,1
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,3,Planning a syllabus,2,2,2,6,4
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,4,Writing a bereavement card to a family member,1,1,1,7,1
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,5,Planning a city tour for a friend,3,2,2,6,1
206,AI_Full_Honest,TikTok,52,Male,7,Yes,4,5,6,Generating a shopping list,5,3,5,5,5
207,Control,TikTok,46,Male,6,Yes,3,5,1,Writing wedding vows,2,NA,4,2,2
207,Control,TikTok,46,Male,6,Yes,3,5,2,Writing a love letter,6,6,4,2,5
207,Control,TikTok,46,Male,6,Yes,3,5,3,Writing a short story,6,4,4,2,6
207,Control,TikTok,46,Male,6,Yes,3,5,4,Planning a syllabus,7,3,5,2,7
207,Control,TikTok,46,Male,6,Yes,3,5,5,Generating a shopping list,3,4,5,3,6
207,Control,TikTok,46,Male,6,Yes,3,5,6,Planning a surprise birthday party for a friend,5,6,5,2,5
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,1,Writing a bereavement card to a family member,1,1,1,7,1
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,2,Planning a city tour for a friend,4,2,1,3,1
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,3,Writing an apology letter to a friend,1,1,1,7,1
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,4,Planning a syllabus,3,1,1,6,1
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,5,Writing a poem,1,1,1,7,1
208,AI_Full_Deception,TikTok,26,Female,7,Yes,3,3,6,Solving a mathematical equation,1,1,1,7,1
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,1,Planning a syllabus,2,2,2,6,2
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,2,Writing an apology letter to a friend,2,2,2,6,2
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,3,Writing a cover letter for a job application,4,4,4,4,4
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,4,Writing a bereavement card to a family member,3,3,3,3,3
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,5,Writing a dinner recipe,5,4,4,4,4
209,AI_Full_Deception,TikTok,33,Male,4,Yes,3,4,6,Writing wedding vows,3,3,3,3,4
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,1,Writing wedding vows,2,3,3,7,5
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,2,Writing computer code,2,3,3,7,3
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,3,Writing a marriage proposal,2,3,3,7,3
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,4,Solving a mathematical equation,2,3,3,7,3
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,5,Creating a daily schedule,2,3,3,7,3
210,AI_Full_Honest,TikTok,52,Female,4,Yes,2,4,6,Writing a bereavement card to a family member,2,2,3,7,3
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,1,Writing a short story,6,5,7,2,7
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,2,Generating a shopping list,6,4,7,2,7
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,3,Writing a love letter,5,2,3,7,7
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,4,Writing an apology letter to a friend,4,2,3,2,7
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,5,Writing a marriage proposal,4,1,1,7,7
211,AI_Full_Honest,TikTok,30,Female,7,Yes,4,6,6,Creating a daily schedule,7,4,5,2,7
212,Control,TikTok,40,Male,5,Yes,3,4,1,Writing a marriage proposal,6,7,7,1,7
212,Control,TikTok,40,Male,5,Yes,3,4,2,Writing a poem,7,7,7,1,6
212,Control,TikTok,40,Male,5,Yes,3,4,3,Planning a surprise birthday party for a friend,6,7,7,1,7
212,Control,TikTok,40,Male,5,Yes,3,4,4,Generating a shopping list,6,5,6,1,5
212,Control,TikTok,40,Male,5,Yes,3,4,5,Writing a short story,7,5,5,1,5
212,Control,TikTok,40,Male,5,Yes,3,4,6,Writing wedding vows,6,7,7,1,6
213,Control,TikTok,34,Male,3,Yes,2,3,1,Planning a surprise birthday party for a friend,4,6,5,4,4
213,Control,TikTok,34,Male,3,Yes,2,3,2,Writing wedding vows,4,5,4,2,4
213,Control,TikTok,34,Male,3,Yes,2,3,3,Writing a poem,4,4,4,2,4
213,Control,TikTok,34,Male,3,Yes,2,3,4,Writing a marriage proposal,4,5,4,2,4
213,Control,TikTok,34,Male,3,Yes,2,3,5,Generating a shopping list,5,4,4,2,4
213,Control,TikTok,34,Male,3,Yes,2,3,6,Writing a cover letter for a job application,5,4,4,2,4
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,1,Writing a love letter,1,1,1,1,1
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,2,Solving a mathematical equation,1,4,1,7,1
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,3,Writing a poem,1,4,1,7,1
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,4,Planning a surprise birthday party for a friend,3,5,4,7,2
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,5,Writing a cover letter for a job application,1,4,3,7,1
214,AI_Tool_Deception,TikTok,35,Female,7,Yes,2,4,6,Planning a city tour for a friend,1,4,3,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,1,Planning a syllabus,2,4,5,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,2,Writing wedding vows,6,4,3,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,3,Planning a surprise birthday party for a friend,5,6,4,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,4,Creating a daily schedule,2,5,2,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,5,Writing a love letter,3,4,2,7,1
215,AI_Full_Deception,TikTok,19,Male,6,Yes,2,6,6,Writing a cover letter for a job application,2,3,2,1,7
216,Control,Twitter,52,Male,5,Yes,2,4,1,Writing a love letter,6,5,3,3,3
216,Control,Twitter,52,Male,5,Yes,2,4,2,Planning a city tour for a friend,6,5,5,3,5
216,Control,Twitter,52,Male,5,Yes,2,4,3,Writing wedding vows,5,5,5,3,3
216,Control,Twitter,52,Male,5,Yes,2,4,4,Creating a daily schedule,6,3,3,3,5
216,Control,Twitter,52,Male,5,Yes,2,4,5,Solving a mathematical equation,6,2,2,2,3
216,Control,Twitter,52,Male,5,Yes,2,4,6,Writing a poem,5,2,2,2,2
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,1,Writing wedding vows,5,6,4,3,5
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,2,Writing an apology letter to a friend,1,1,1,1,2
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,3,Writing a love letter,5,7,4,2,5
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,4,Writing a dinner recipe,6,7,5,3,6
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,5,Generating a shopping list,7,7,6,6,6
217,AI_Tool_Deception,TikTok,43,Male,6,Yes,4,5,6,Writing a cover letter for a job application,7,6,3,3,4
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,1,Writing an apology letter to a friend,5,4,5,4,6
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,2,Writing a bereavement card to a family member,5,4,5,4,5
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,3,Planning a surprise birthday party for a friend,4,3,4,5,5
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,4,Writing a cover letter for a job application,3,4,4,5,4
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,5,Creating a daily schedule,3,4,4,5,4
218,AI_Tool_Honest,TikTok,41,Male,5,Yes,3,2,6,Writing a dinner recipe,3,4,4,5,4
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,1,Writing a bereavement card to a family member,4,4,7,7,7
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,2,Writing a short story,4,4,7,7,7
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,3,Writing a poem,4,4,7,7,7
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,4,Writing wedding vows,4,4,7,7,7
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,5,Writing a marriage proposal,4,4,7,7,7
219,AI_Full_Honest,TikTok,29,Female,7,No,2,5,6,Writing a cover letter for a job application,4,4,7,7,7
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,1,Writing a bereavement card to a family member,5,5,5,2,5
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,2,Planning a syllabus,5,5,5,2,5
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,3,Writing computer code,3,3,2,6,2
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,4,Generating a shopping list,7,7,7,2,7
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,5,Planning a surprise birthday party for a friend,7,7,7,2,7
220,AI_Tool_Honest,TikTok,38,Female,7,Yes,4,6,6,Writing a love letter,5,5,5,3,5
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,1,Writing a dinner recipe,6,6,7,2,6
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,2,Writing a marriage proposal,6,6,6,2,7
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,3,Writing an apology letter to a friend,7,6,6,1,7
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,4,Writing computer code,6,6,6,1,7
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,5,Writing a love letter,6,5,7,1,7
221,AI_Tool_Honest,TikTok,36,Male,6,Yes,3,4,6,Writing a cover letter for a job application,6,6,6,1,7
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,1,Solving a mathematical equation,3,2,4,4,4
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,2,Planning a syllabus,4,3,3,4,4
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,3,Planning a surprise birthday party for a friend,4,2,4,4,4
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,4,Writing wedding vows,3,2,4,4,3
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,5,Writing a bereavement card to a family member,2,1,2,5,3
222,AI_Full_Honest,TikTok,34,Female,5,Yes,2,3,6,Writing a cover letter for a job application,4,4,4,4,4
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,1,Planning a syllabus,6,6,6,3,5
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,2,Writing a dinner recipe,5,6,5,2,5
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,3,Creating a daily schedule,5,6,5,3,5
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,4,Writing a bereavement card to a family member,4,5,5,2,5
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,5,Writing a marriage proposal,3,2,3,6,2
223,AI_Tool_Honest,TikTok,20,Female,5,Yes,4,5,6,Planning a city tour for a friend,5,6,6,2,5
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,1,Writing computer code,5,6,6,3,5
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,2,Writing a bereavement card to a family member,5,3,4,3,5
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,3,Writing an apology letter to a friend,5,2,3,4,4
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,4,Planning a syllabus,5,5,5,4,5
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,5,Writing a marriage proposal,5,2,3,5,3
224,AI_Tool_Honest,TikTok,54,Female,5,Yes,1,2,6,Generating a shopping list,5,4,4,5,4
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,1,Planning a city tour for a friend,5,5,5,3,5
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,2,Creating a daily schedule,5,5,5,3,5
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,3,Writing a cover letter for a job application,5,5,5,3,5
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,4,Writing computer code,5,5,5,3,5
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,5,Writing an apology letter to a friend,5,5,5,3,5
225,AI_Tool_Honest,TikTok,34,Male,7,Yes,5,6,6,Writing wedding vows,5,5,5,3,5
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,1,Creating a daily schedule,5,4,4,3,4
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,2,Writing a love letter,5,5,4,4,4
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,3,Planning a surprise birthday party for a friend,5,5,4,3,4
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,4,Writing an apology letter to a friend,5,5,5,4,5
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,5,Writing computer code,5,4,4,4,4
226,AI_Tool_Deception,TikTok,53,Male,5,Yes,2,5,6,Planning a syllabus,6,4,4,2,4
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,1,Solving a mathematical equation,2,4,4,6,2
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,2,Writing an apology letter to a friend,2,4,5,6,4
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,3,Planning a city tour for a friend,4,4,3,5,4
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,4,Planning a syllabus,3,4,3,5,3
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,5,Generating a shopping list,3,4,3,5,3
227,AI_Full_Honest,TikTok,58,Male,2,No,1,4,6,Writing a bereavement card to a family member,3,2,3,3,3
228,Control,TikTok,37,Female,3,Yes,2,3,1,Solving a mathematical equation,4,5,5,2,5
228,Control,TikTok,37,Female,3,Yes,2,3,2,Creating a daily schedule,5,4,5,1,5
228,Control,TikTok,37,Female,3,Yes,2,3,3,Planning a syllabus,6,5,5,1,4
228,Control,TikTok,37,Female,3,Yes,2,3,4,Writing wedding vows,5,7,7,2,5
228,Control,TikTok,37,Female,3,Yes,2,3,5,Writing a love letter,6,7,7,1,5
228,Control,TikTok,37,Female,3,Yes,2,3,6,Planning a city tour for a friend,5,5,5,2,5
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,1,Writing a poem,2,4,2,5,3
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,2,Generating a shopping list,1,4,4,7,4
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,3,Writing a bereavement card to a family member,1,1,1,7,1
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,4,Writing a short story,1,1,1,6,2
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,5,Writing an apology letter to a friend,1,1,1,7,1
229,AI_Full_Honest,TikTok,31,Female,1,No,1,4,6,Planning a city tour for a friend,3,4,5,2,5
230,Control,TikTok,56,Male,2,No,1,3,1,Writing a poem,5,4,5,2,4
230,Control,TikTok,56,Male,2,No,1,3,2,Writing computer code,6,3,4,2,4
230,Control,TikTok,56,Male,2,No,1,3,3,Writing a bereavement card to a family member,5,6,5,2,5
230,Control,TikTok,56,Male,2,No,1,3,4,Writing wedding vows,5,6,6,2,5
230,Control,TikTok,56,Male,2,No,1,3,5,Creating a daily schedule,6,3,4,1,4
230,Control,TikTok,56,Male,2,No,1,3,6,Planning a city tour for a friend,6,6,5,2,5
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,1,Writing an apology letter to a friend,1,3,2,6,2
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,2,Writing a short story,3,4,3,3,5
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,3,Writing a dinner recipe,3,5,5,4,5
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,4,Writing wedding vows,2,1,2,1,2
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,5,Planning a city tour for a friend,5,5,5,4,5
231,AI_Full_Honest,TikTok,37,Female,5,Yes,2,5,6,Writing a cover letter for a job application,1,2,2,7,2
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,1,Writing a marriage proposal,1,1,1,7,1
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,2,Planning a syllabus,5,4,5,1,5
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,3,Writing a short story,5,4,5,1,5
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,4,Planning a surprise birthday party for a friend,5,4,5,1,5
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,5,Writing wedding vows,4,1,2,7,4
232,AI_Tool_Deception,TikTok,45,Female,6,Yes,5,5,6,Writing a cover letter for a job application,5,5,5,1,5
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,1,Writing a poem,6,5,4,6,6
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,2,Writing a short story,4,6,3,5,5
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,3,Writing an apology letter to a friend,5,3,6,3,4
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,4,Planning a surprise birthday party for a friend,5,6,3,5,4
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,5,Writing computer code,6,7,3,4,5
233,AI_Full_Deception,TikTok,24,Female,6,No,3,5,6,Writing wedding vows,5,5,7,4,4
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,1,Writing wedding vows,3,5,6,3,7
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,2,Writing a dinner recipe,5,4,5,2,4
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,3,Planning a city tour for a friend,2,5,7,1,7
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,4,Solving a mathematical equation,4,5,5,2,5
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,5,Writing an apology letter to a friend,1,4,7,1,4
234,AI_Full_Honest,TikTok,62,Male,5,Yes,3,5,6,Creating a daily schedule,1,4,7,2,5
235,Control,TikTok,54,Female,5,Yes,3,5,1,Writing computer code,7,5,6,1,7
235,Control,TikTok,54,Female,5,Yes,3,5,2,Writing wedding vows,7,5,5,1,7
235,Control,TikTok,54,Female,5,Yes,3,5,3,Writing a love letter,7,7,6,1,7
235,Control,TikTok,54,Female,5,Yes,3,5,4,Writing a short story,7,6,6,1,7
235,Control,TikTok,54,Female,5,Yes,3,5,5,Writing an apology letter to a friend,7,7,7,1,7
235,Control,TikTok,54,Female,5,Yes,3,5,6,Solving a mathematical equation,7,6,6,1,7
236,Control,TikTok,51,Female,5,Yes,3,5,1,Generating a shopping list,7,1,1,1,1
236,Control,TikTok,51,Female,5,Yes,3,5,2,Writing an apology letter to a friend,7,7,7,1,7
236,Control,TikTok,51,Female,5,Yes,3,5,3,Writing computer code,7,1,1,1,1
236,Control,TikTok,51,Female,5,Yes,3,5,4,Creating a daily schedule,7,1,1,1,1
236,Control,TikTok,51,Female,5,Yes,3,5,5,Writing wedding vows,7,1,1,1,1
236,Control,TikTok,51,Female,5,Yes,3,5,6,Writing a marriage proposal,7,1,1,1,1
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,1,Writing wedding vows,5,5,5,2,5
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,2,Writing a dinner recipe,5,5,5,2,5
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,3,Planning a surprise birthday party for a friend,5,5,5,2,5
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,4,Writing a bereavement card to a family member,5,5,5,2,5
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,5,Writing a cover letter for a job application,5,5,5,2,5
237,AI_Tool_Honest,TikTok,44,Female,5,Yes,3,4,6,Planning a syllabus,5,5,5,2,5
238,Control,TikTok,46,Female,7,Yes,5,5,1,Creating a daily schedule,4,1,4,1,3
238,Control,TikTok,46,Female,7,Yes,5,5,2,Generating a shopping list,7,4,4,1,6
238,Control,TikTok,46,Female,7,Yes,5,5,3,Planning a surprise birthday party for a friend,7,6,5,1,6
238,Control,TikTok,46,Female,7,Yes,5,5,4,Writing an apology letter to a friend,6,6,7,1,6
238,Control,TikTok,46,Female,7,Yes,5,5,5,Writing a short story,7,5,4,1,5
238,Control,TikTok,46,Female,7,Yes,5,5,6,Writing a love letter,6,7,4,1,4
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,1,Writing a marriage proposal,2,2,3,2,3
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,2,Writing an apology letter to a friend,2,2,2,3,2
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,3,Writing computer code,4,3,3,3,3
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,4,Writing wedding vows,3,2,3,3,3
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,5,Writing a short story,2,2,1,6,2
239,AI_Full_Honest,TikTok,37,Female,4,No,1,3,6,Writing a dinner recipe,2,3,3,3,2
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,1,Generating a shopping list,5,4,5,1,4
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,2,Writing a marriage proposal,5,5,4,1,4
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,3,Planning a city tour for a friend,5,4,4,1,4
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,4,Creating a daily schedule,5,4,4,1,4
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,5,Solving a mathematical equation,4,4,3,1,4
240,AI_Tool_Honest,TikTok,68,Male,2,No,1,4,6,Writing an apology letter to a friend,5,4,4,1,4
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,1,Writing computer code,4,4,3,4,3
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,2,Writing a love letter,4,4,3,4,3
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,3,Writing wedding vows,4,4,3,4,3
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,4,Writing a poem,4,4,3,4,3
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,5,Writing a marriage proposal,4,4,3,4,3
241,AI_Tool_Deception,TikTok,53,Male,3,Yes,2,3,6,Creating a daily schedule,4,4,3,4,3
